nbhoods,Bldg_Type,zoning,Lot_Config,Street,House_Style,Condition_1,Overall_Qual,Overall_Cond,Year_Built,Misc_Val,BsmtFin_Type_1,BsmtFin_Type_2,basement_exp,basement_qual,Total_Bsmt_SF,garage_qual,Garage_Area,area_porch,Low_Qual_Fin_SF,Garage_Type,Garage_Finish,Garage_Cars,Fireplaces,fireplace_qual,Heating_QC,Central_Air,Exter_Qual,Exter_Cond,Pool_Area,major_functional,severe_functional,SalePrice,aleatoria_num,aleatoria_cat,Lot_Area,Gr_Liv_Area,First_Flr_SF,Second_Flr_SF
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,6,1960,0,Rec,LwQ,No,TA,1175,TA,484,0,0,Detchd,RFn,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,148000,0.4324344500363559,b,7635,1175,1175,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,6,1959,0,Rec,Unf,No,TA,1063,TA,624,0,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,150750,-0.4302014174689457,c,7388,1327,1327,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1956,0,"NA","NA","NA","NA",0,TA,267,240,0,Attchd,RFn,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,98000,1.7472002561593212,a,7785,1014,1014,0
NAmes,1Fam,RL,Inside,Pave,1Story,PosN,5,5,1962,0,ALQ,BLQ,No,TA,864,TA,294,0,0,Detchd,Unf,1,0,No Fireplace,Gd,Y,TA,TA,0,0,0,125500,1.0309335077180333,b,6600,864,864,0
NAmes,1Fam,RL,Corner,Pave,1Story,Feedr,5,5,1958,0,BLQ,LwQ,No,TA,864,TA,624,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,129900,-0.006582633195450034,b,9100,864,864,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1963,0,ALQ,Unf,Mn,TA,1120,TA,525,143,0,Attchd,RFn,2,0,No Fireplace,Gd,Y,TA,Gd,0,0,0,155000,-0.7805790047958767,a,8700,1128,1128,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1949,0,Rec,Unf,No,TA,832,TA,288,28,232,Attchd,Unf,1,1,Gd,Gd,Y,Gd,TA,0,0,0,133000,0.4409359674100102,a,12144,1268,1036,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,6,1956,0,BLQ,LwQ,No,TA,1048,TA,576,99,0,Detchd,Unf,2,1,Gd,Fa,Y,TA,Gd,0,0,0,177625,0.109170800863777,c,13495,1728,1728,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1955,0,Rec,Unf,No,TA,1216,TA,336,0,0,Attchd,RFn,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,129500,-0.15733809989581457,a,10050,1216,1216,0
NAmes,1Fam,RL,Inside,Pave,SFoyer,Norm,5,5,1962,0,BLQ,Unf,Av,TA,925,TA,300,72,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,134500,-0.7060517421108182,a,10205,999,999,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1950,0,ALQ,Unf,No,TA,1113,TA,264,200,0,Attchd,Unf,1,1,Gd,Gd,Y,Gd,TA,0,0,0,147000,-1.2347462304480974,a,9600,1113,1113,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,8,1950,0,BLQ,Rec,No,TA,572,TA,264,192,0,Attchd,RFn,1,1,Gd,Gd,Y,TA,Gd,0,0,0,141500,0.7468947550086769,c,9600,1337,1337,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,7,1951,0,ALQ,Unf,Mn,TA,952,TA,840,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,139000,-1.0098130799965546,a,7350,952,952,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Artery,5,6,1945,0,BLQ,Unf,No,TA,913,TA,288,0,0,Attchd,Unf,1,1,TA,TA,Y,TA,TA,0,0,0,140000,-0.6019585903477904,b,10930,1558,1048,510
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,7,1952,0,ALQ,BLQ,No,TA,732,TA,240,68,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,Gd,0,0,0,118900,1.6562366339216101,a,7200,732,732,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,6,1971,0,BLQ,Unf,No,TA,1587,TA,525,44,0,Attchd,Unf,2,1,Gd,TA,Y,TA,TA,0,0,0,167300,2.875607876441268,a,10667,1587,1587,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,5,1955,0,BLQ,Unf,No,TA,923,TA,390,0,0,Attchd,Unf,1,2,TA,TA,Y,TA,Gd,0,0,0,116900,-1.7233609530881178,c,8400,925,925,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1959,0,LwQ,Unf,No,TA,1040,TA,286,252,0,Attchd,RFn,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,133700,-1.5239632344489031,a,7560,1040,1040,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,6,7,1958,0,BLQ,Unf,No,TA,1080,TA,288,130,0,Attchd,Unf,1,0,No Fireplace,Gd,Y,TA,Gd,0,0,0,136000,0.05309282029032525,b,9464,1080,1080,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,8,1950,0,ALQ,BLQ,No,TA,864,TA,720,0,0,Detchd,RFn,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,129000,-0.49999231920553644,a,7200,864,864,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1965,0,BLQ,Rec,No,TA,925,TA,429,0,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,117500,-1.253652377100223,a,9100,925,925,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1950,0,BLQ,Rec,No,TA,876,TA,276,80,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,119000,0.4339743628002721,b,7200,988,988,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1958,0,LwQ,Unf,No,TA,1029,TA,294,0,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,139000,-0.5029466011593406,c,7560,1339,1339,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,7,1963,0,ALQ,Unf,No,TA,1053,TA,692,109,0,2Types,RFn,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,142100,2.379219826990666,a,8250,1053,1053,0
NAmes,1Fam,RL,Inside,Pave,1Story,Feedr,6,5,1967,0,Rec,Unf,No,TA,1680,Gd,550,327,0,Attchd,Unf,2,0,No Fireplace,TA,Y,Gd,TA,0,0,0,175000,0.46040619488536616,b,9900,1691,1691,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,6,1960,0,GLQ,Unf,Gd,TA,1081,TA,401,82,0,CarPort,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,148000,0.027567523792605644,a,12929,1081,1081,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1966,0,Rec,Unf,No,TA,1232,TA,490,224,0,Attchd,RFn,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,142250,-0.40438200430022203,b,9600,1232,1232,0
NAmes,Duplex,RL,Inside,Pave,1Story,Norm,4,5,1949,0,"NA","NA","NA","NA",0,TA,420,0,0,Detchd,Unf,2,0,No Fireplace,Fa,N,TA,TA,0,0,0,90000,1.0631058792762942,a,7200,1040,1040,0
NAmes,1Fam,RL,Corner,Pave,SFoyer,Norm,7,9,1961,0,ALQ,Unf,Av,TA,944,TA,588,76,0,Attchd,RFn,2,0,No Fireplace,Gd,Y,Ex,TA,0,0,0,178400,1.1740634751069357,b,12122,999,999,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1956,400,Rec,Unf,No,TA,1015,TA,896,0,0,Attchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,159000,-1.1275243511863127,a,13300,1384,1384,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,6,5,1960,0,BLQ,Unf,Gd,TA,1080,TA,528,62,0,Attchd,Fin,2,2,Gd,Fa,Y,TA,TA,0,0,0,215000,-0.8909663299265762,c,31770,1656,1656,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,8,1969,0,GLQ,LwQ,No,TA,1026,TA,440,48,0,Detchd,RFn,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,156000,-1.7806276570799677,c,7930,1026,1026,0
NAmes,TwnhsE,Others,FR2,Pave,1Story,Norm,7,5,1999,0,GLQ,BLQ,No,Gd,1405,TA,511,68,0,Attchd,Fin,2,1,Fa,Ex,Y,Gd,TA,0,0,0,184000,0.8345206351417934,b,5858,1337,1337,0
NAmes,Duplex,RL,Inside,Pave,1Story,Norm,5,5,1957,0,Unf,Unf,No,TA,1824,TA,484,0,0,Detchd,Unf,2,0,No Fireplace,Fa,Y,TA,TA,0,0,0,146000,1.3449102198939316,b,12436,1824,1824,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1956,0,BLQ,Unf,No,TA,1048,TA,286,212,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,135000,0.8297137865749513,c,10152,1048,1048,0
NAmes,Duplex,RL,Corner,Pave,1Story,Norm,5,5,1958,0,Unf,Unf,No,TA,1584,TA,888,25,0,Detchd,Unf,3,0,No Fireplace,TA,Y,TA,TA,0,0,0,110000,0.3860419701633605,c,11475,1776,1776,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1959,0,Rec,Unf,No,TA,1398,TA,447,38,0,Attchd,RFn,2,1,Gd,Gd,Y,TA,TA,0,0,0,165500,0.3054598594710463,a,10552,1700,1700,0
NAmes,1Fam,RL,Inside,Pave,SLvl,Norm,5,7,1956,0,BLQ,Unf,No,Gd,301,TA,684,0,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,127000,2.0384367209613736,b,7700,1145,1145,0
NAmes,1Fam,RL,Inside,Pave,1Story,PosA,7,7,1960,0,GLQ,Unf,Gd,Gd,585,TA,505,0,0,Attchd,RFn,2,1,Gd,Ex,Y,TA,TA,0,0,0,242000,0.920807317807078,c,27650,2069,2069,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,3,1951,0,LwQ,Unf,No,TA,2136,TA,528,30,0,Detchd,Unf,2,0,No Fireplace,TA,N,TA,TA,0,0,0,137900,-1.3172497983864513,c,10680,2136,2136,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,5,1961,0,ALQ,Rec,No,TA,1362,TA,504,20,0,Attchd,Unf,2,1,TA,TA,Y,TA,TA,0,0,0,163000,0.5102196498547051,b,10197,1362,1362,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Artery,6,7,1941,0,BLQ,Rec,No,TA,806,TA,240,32,0,Attchd,Unf,1,2,TA,TA,Y,TA,TA,0,0,0,133000,1.4477928271414822,c,9490,1578,958,620
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1957,0,BLQ,Unf,No,TA,1070,TA,447,0,0,Attchd,Unf,1,1,Fa,TA,Y,TA,TA,0,0,0,134450,0.7285229083106968,c,10011,1236,1236,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,6,1965,0,Rec,Unf,No,TA,1136,TA,384,0,0,Attchd,RFn,1,1,Gd,TA,Y,TA,TA,0,0,0,140000,0.6880204416190814,a,9200,1136,1136,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1958,0,ALQ,Rec,No,TA,1024,TA,484,28,0,Detchd,Unf,1,1,TA,TA,Y,TA,TA,0,0,0,144000,0.2800450225703768,c,9503,1344,1344,0
NAmes,TwnhsE,Others,FR2,Pave,1Story,Norm,6,5,2002,0,GLQ,Unf,No,Gd,1487,TA,543,68,0,Attchd,Fin,2,0,No Fireplace,Ex,Y,Gd,TA,0,0,0,190000,-1.3925638695990916,b,8773,1419,1419,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Norm,6,8,1950,0,BLQ,Unf,No,TA,856,TA,271,0,0,Attchd,Unf,1,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,140000,0.26734583295298925,a,9600,1668,1112,556
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1970,0,BLQ,Unf,No,TA,1002,TA,902,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,148500,-0.39669133226546355,c,8750,1002,1002,0
NAmes,1Fam,RL,Corner,Pave,1Story,Feedr,5,8,1965,0,GLQ,Unf,Mn,TA,864,TA,884,64,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,146000,-0.21423804154716877,a,9230,1200,1200,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Norm,6,5,1954,0,Rec,Unf,No,TA,854,TA,240,0,0,Attchd,Unf,1,0,No Fireplace,Fa,Y,TA,TA,0,0,0,127500,-0.5182004437445941,a,7200,1278,854,424
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1967,0,ALQ,Rec,Mn,TA,943,TA,300,240,0,Attchd,RFn,1,1,TA,TA,Y,TA,TA,0,0,0,145000,-0.11785082065776827,c,7514,1387,1387,0
NAmes,Duplex,RL,Inside,Pave,1Story,Norm,5,4,1958,0,Unf,Unf,No,TA,1866,TA,495,0,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,135000,-0.28540193481172105,b,9482,1866,1866,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1957,0,Rec,Unf,No,TA,1092,TA,299,122,0,Attchd,Fin,1,1,TA,TA,Y,TA,TA,0,0,0,141000,1.4989387972220276,a,14850,1092,1092,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1957,0,Rec,Unf,No,TA,922,TA,308,34,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,116000,1.0232647353257276,c,9770,922,922,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,7,1952,0,LwQ,Unf,No,TA,1140,TA,400,0,0,Detchd,Unf,2,2,Gd,Gd,Y,Gd,TA,0,0,0,197600,-0.6805612685483713,a,9724,2461,1929,532
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,7,1963,0,Rec,Unf,No,TA,1380,TA,364,216,0,Attchd,Unf,1,0,No Fireplace,Fa,Y,TA,TA,0,0,0,154000,0.792660395097085,b,10143,1380,1380,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,6,6,1958,12500,ALQ,Unf,No,TA,1329,TA,312,36,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,172000,-1.5694161641776811,b,14267,1329,1329,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,6,6,1961,0,Rec,Unf,No,TA,1453,TA,530,337,0,Attchd,RFn,2,1,TA,Ex,Y,TA,TA,0,0,0,187500,-1.026505531480321,b,10573,1453,1453,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Artery,6,6,1948,0,ALQ,Unf,No,TA,768,TA,576,0,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,138000,0.5051505185597747,c,8064,1320,819,501
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1950,0,GLQ,Rec,Mn,TA,1078,TA,240,112,0,Attchd,Unf,1,0,No Fireplace,Gd,Y,TA,TA,0,0,0,142125,0.057196118248248266,a,9717,1078,1078,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Norm,6,7,1962,0,Rec,Unf,No,TA,912,TA,440,128,0,Attchd,RFn,2,1,Gd,TA,Y,TA,TA,0,0,0,159000,0.7305664129249004,a,9786,1734,1085,649
NAmes,1Fam,RL,Inside,Pave,SLvl,Norm,6,5,1965,0,GLQ,Unf,Gd,TA,1042,TA,440,0,0,Attchd,RFn,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,161000,-0.16238723572993974,c,9200,1042,1042,0
NAmes,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,4,1950,0,Rec,BLQ,No,TA,1208,TA,240,168,0,Attchd,Unf,1,0,No Fireplace,Gd,Y,TA,TA,0,0,0,138000,0.687164575241288,a,7200,1904,1136,768
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,7,5,2003,300,GLQ,Unf,No,Gd,1480,TA,620,73,0,Attchd,RFn,2,0,No Fireplace,Ex,Y,Gd,TA,0,0,0,214000,-0.32670185768603255,a,8197,1480,1480,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1959,1200,"NA","NA","NA","NA",0,TA,294,0,0,Attchd,RFn,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,106500,0.5642845449842591,b,8339,882,882,0
NAmes,1Fam,RL,Inside,Pave,2Story,PosN,5,5,1962,0,ALQ,Unf,No,TA,864,TA,264,168,0,Attchd,RFn,1,1,TA,TA,Y,TA,TA,0,0,0,169500,0.09105881518148884,b,7590,1812,876,936
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,6,1956,0,BLQ,Unf,Av,TA,1124,TA,353,533,0,Attchd,Fin,1,1,TA,Ex,Y,TA,TA,0,0,0,153000,-0.04755097554419732,c,10152,1124,1124,0
NAmes,1Fam,RL,Inside,Pave,1Story,PosN,5,5,1963,0,Unf,Unf,No,TA,1117,TA,264,0,0,Attchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,136870,-1.5573704352801807,b,7590,1117,1117,0
NAmes,1Fam,RL,Inside,Pave,2Story,PosN,6,5,1966,0,Unf,Unf,No,TA,756,TA,442,340,0,Attchd,Unf,2,1,TA,TA,Y,TA,TA,0,0,0,155000,2.013105313879431,a,7700,1839,1051,788
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,5,1966,0,Rec,Unf,No,TA,864,TA,264,0,0,Attchd,RFn,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,110000,-0.6215598522545249,a,9477,892,892,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1956,0,Rec,Unf,No,TA,1050,TA,338,0,0,Attchd,Unf,1,0,No Fireplace,Gd,Y,TA,TA,0,0,0,128900,0.23348022176949806,a,9600,1050,1050,0
NAmes,1Fam,RL,Inside,Pave,1Story,Norm,6,6,1963,0,BLQ,Unf,No,TA,1045,TA,264,0,0,Attchd,RFn,1,1,Fa,TA,Y,TA,TA,0,0,0,127000,-1.0523004950519803,a,7936,1045,1045,0
NAmes,Duplex,RL,Corner,Pave,1Story,Artery,5,4,1961,0,Unf,Unf,No,TA,1800,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,Ex,N,TA,TA,0,0,0,141000,0.40980808098418053,c,8000,1800,1800,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,4,5,1970,0,ALQ,Rec,No,TA,882,TA,525,0,0,Attchd,Fin,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,126000,-2.0423774379245003,a,8400,882,882,0
NAmes,1Fam,RL,Corner,Pave,1Story,Norm,5,6,1955,0,Rec,Unf,No,TA,972,TA,305,205,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,Gd,0,0,0,122500,0.020230656483465496,a,10895,972,972,0
NAmes,1Fam,RL,Inside,Pave,1Story,Feedr,5,5,1960,0,Rec,Unf,No,TA,1268,TA,461,143,0,Attchd,Unf,2,2,Gd,TA,Y,TA,TA,0,0,0,167500,-1.8637203498997499,b,9300,1264,1264,0
NoRidge,1Fam,RL,CulDSac,Pave,1.5Fin,Norm,8,5,1995,0,GLQ,Unf,Av,Gd,2033,TA,666,86,0,Attchd,Fin,3,1,Ex,Ex,Y,Gd,TA,0,0,0,410000,-0.048976152086040274,b,14720,3238,2053,1185
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,8,5,1995,0,GLQ,Unf,No,Gd,1462,TA,810,348,0,Attchd,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,403000,0.28075167542879237,c,15138,2794,1490,1304
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,7,5,1992,0,GLQ,Unf,No,Gd,750,TA,564,39,0,Attchd,RFn,2,1,TA,Ex,Y,Gd,TA,0,0,0,190000,0.12210896121232102,a,10186,1923,1061,862
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,7,5,1994,0,GLQ,Unf,No,Gd,1223,TA,525,132,0,Attchd,RFn,2,2,TA,Ex,Y,Gd,TA,0,0,0,271000,0.7070955026303544,b,10944,2127,1223,904
NoRidge,1Fam,RL,Inside,Pave,1Story,Norm,8,5,1998,0,GLQ,Unf,Av,Gd,1982,TA,938,33,0,Attchd,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,350000,0.9951678381980426,c,11675,2006,2006,0
NoRidge,1Fam,RL,Corner,Pave,2Story,Norm,8,5,1991,0,Unf,Unf,No,Gd,1288,TA,462,82,0,Attchd,Unf,2,1,TA,Ex,Y,Gd,TA,0,0,0,260000,0.7295080716300986,b,16059,2417,1301,1116
NoRidge,1Fam,RL,CulDSac,Pave,2Story,Norm,8,7,1995,0,Unf,Unf,Av,Gd,1242,TA,751,87,0,Attchd,RFn,3,1,TA,Ex,Y,Gd,TA,0,0,0,290000,-0.8808681596173458,b,11929,2501,1251,1250
NoRidge,1Fam,RL,Inside,Pave,2.5Unf,Norm,8,5,1997,0,Unf,Unf,No,Gd,1173,TA,516,131,0,Attchd,Fin,2,1,TA,Ex,Y,Gd,TA,0,0,0,284500,-0.8753221646673247,a,9660,2199,1182,1017
NoRidge,1Fam,RL,Inside,Pave,1Story,Norm,7,5,1996,0,GLQ,Unf,No,Gd,1720,TA,527,210,0,Attchd,Fin,2,1,TA,Ex,Y,Gd,TA,0,0,0,260400,-0.13589799309151074,a,10593,1720,1720,0
NoRidge,1Fam,RL,FR2,Pave,2Story,Norm,8,5,2000,0,Unf,Unf,No,Gd,969,TA,648,56,0,BuiltIn,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,248000,0.24303606282910206,c,11000,2285,997,1288
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,8,5,1998,0,GLQ,Unf,No,Gd,1389,TA,758,60,0,Attchd,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,322500,1.4393312238865055,b,11002,2582,1411,1171
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,8,5,1992,0,GLQ,Unf,No,Ex,1105,TA,517,209,0,Attchd,RFn,2,1,TA,Ex,Y,Gd,TA,0,0,0,263000,-0.6897421370346455,c,11762,2202,1105,1097
NoRidge,1Fam,RL,CulDSac,Pave,2Story,Norm,8,5,1998,0,GLQ,Unf,Av,Gd,1086,TA,592,449,0,Attchd,RFn,2,1,TA,Ex,Y,Gd,TA,0,0,0,280000,0.9296702607668776,c,12011,1924,1086,838
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,7,5,1996,0,Unf,Unf,No,Gd,1264,TA,889,0,0,Attchd,RFn,3,1,TA,Ex,Y,Gd,TA,0,0,0,265000,0.7369706271321277,b,10208,2344,1277,1067
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,7,5,1995,0,GLQ,Unf,No,Gd,1070,TA,647,311,0,Attchd,Fin,2,1,TA,Ex,Y,Gd,TA,0,0,0,260000,0.39292666457504627,a,9085,2061,1094,967
NoRidge,1Fam,RL,Inside,Pave,1Story,Norm,8,6,1995,0,GLQ,Unf,Gd,Gd,2109,TA,839,46,0,Attchd,Fin,3,1,TA,Ex,Y,Gd,Gd,0,0,0,350000,1.915778308271158,c,10437,2113,2113,0
NoRidge,1Fam,RL,CulDSac,Pave,2Story,Norm,7,5,1996,0,GLQ,Unf,No,Ex,1064,TA,576,0,0,Attchd,RFn,2,2,TA,Ex,Y,Gd,TA,0,0,0,279500,0.06657710704100993,a,10990,2125,1064,1061
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,7,5,1993,0,GLQ,Unf,Gd,Gd,1311,TA,983,370,0,Attchd,RFn,3,1,TA,Ex,Y,Gd,TA,0,0,0,341000,-0.8922508644658524,c,10542,2418,1325,1093
NoRidge,1Fam,RL,CulDSac,Pave,2Story,Norm,8,7,1999,0,GLQ,Unf,No,Gd,1152,TA,671,57,0,Attchd,Fin,3,1,Gd,Ex,Y,Gd,TA,0,0,0,290000,-2.2317887854238614,c,11764,2270,1164,1106
NoRidge,1Fam,RL,Inside,Pave,1.5Fin,Norm,8,5,1992,0,GLQ,Unf,No,Gd,1683,TA,541,33,0,Attchd,Fin,2,1,TA,Ex,Y,Gd,TA,0,0,0,285000,-0.6756842857525678,b,10678,2872,2129,743
NoRidge,1Fam,RL,Corner,Pave,2Story,Norm,10,6,1994,0,GLQ,Unf,Gd,Ex,2444,TA,832,50,0,Attchd,Fin,3,2,Ex,Ex,Y,Ex,TA,0,0,0,755000,-0.28851168060785254,c,21535,4316,2444,1872
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,9,5,1998,0,GLQ,Unf,Gd,Ex,1408,TA,806,87,0,Attchd,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,410000,-0.5085808229178781,a,10557,3078,1671,1407
NoRidge,1Fam,RL,CulDSac,Pave,2Story,Norm,7,5,1992,0,GLQ,Unf,No,Gd,1095,TA,590,40,0,Attchd,RFn,2,1,TA,Ex,Y,Gd,TA,0,0,0,268000,0.8955993854276053,b,13346,2295,1166,1129
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,7,5,1995,0,GLQ,Unf,No,Gd,1203,TA,721,114,0,Attchd,RFn,3,1,TA,Ex,Y,Gd,TA,0,0,0,290000,0.3112749715899592,a,9950,2520,1214,1306
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,8,5,1994,0,GLQ,Unf,No,Gd,1165,TA,844,78,0,Attchd,RFn,3,1,TA,Ex,Y,Gd,TA,0,0,0,290000,-0.7728968114307017,b,10120,2526,1203,1323
NoRidge,1Fam,RL,FR2,Pave,2Story,Norm,7,6,1994,0,GLQ,Unf,No,Gd,973,TA,467,98,0,BuiltIn,Fin,2,1,Gd,Ex,Y,Gd,TA,0,0,0,248000,0.32269214789211703,b,29959,1850,979,871
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,8,5,1994,0,GLQ,BLQ,Gd,Gd,1290,TA,803,95,0,Attchd,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,321000,-1.7886243547084424,c,10236,2494,1305,1189
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,7,5,1998,0,Unf,Unf,No,Gd,1066,TA,600,38,0,BuiltIn,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,252000,-0.20184598209591897,b,10790,2385,1108,1277
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,9,5,1993,0,Rec,GLQ,Gd,Ex,1733,TA,959,296,0,Attchd,RFn,3,1,TA,Ex,Y,Gd,Gd,0,0,0,584500,0.5173093753119888,b,17242,3500,1933,1567
NoRidge,1Fam,RL,Corner,Pave,2Story,Norm,8,5,1994,0,GLQ,Unf,Av,Ex,1463,TA,712,32,0,Attchd,RFn,2,2,TA,Ex,Y,Gd,TA,0,0,0,325000,0.7427228856295871,a,12256,2622,1500,1122
NoRidge,1Fam,RL,Inside,Pave,2Story,Norm,8,5,1998,0,GLQ,Unf,Mn,Gd,1284,TA,1069,126,0,Attchd,Fin,3,1,TA,Ex,Y,Gd,TA,0,0,0,340000,0.3573166507919115,c,16545,2450,1310,1140
